"data";"tipo";"num_convenio";"cod_tci";"uf";"secretaria";"campo";"valor_anterior";"valor_atual"
"2026-04-10";"Alterado";"968366";"1-2011694";"GO";"SNSA";"vencimento_da_suspensiva";"2026-04-30";"2026-04-29"
"2026-04-10";"Alterado";"968374";"1-2015333";"MG";"SNSA";"situacao_da_analise_suspensiva";"Análise iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"968386";"1-2015476";"RN";"SEMOB";"vencimento_da_suspensiva";"2026-04-30";"2026-04-29"
"2026-04-10";"Alterado";"968388";"1-2015798";"CE";"SEMOB";"situacao_da_analise_suspensiva";"Análise iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"968391";"1-2015868";"RN";"SEMOB";"vencimento_da_suspensiva";"2026-04-30";"2026-04-29"
"2026-04-10";"Alterado";"968400";"1-2016673";"PR";"SEMOB";"vencimento_da_suspensiva";"2026-04-28";"2026-04-29"
"2026-04-10";"Alterado";"968510";"1-2015021";"RN";"SEMOB";"vencimento_da_suspensiva";"2026-04-28";"2026-04-29"
"2026-04-10";"Alterado";"968547";"1-2016710";"SC";"SNSA";"vencimento_da_suspensiva";"2026-04-27";"2026-04-29"
"2026-04-10";"Alterado";"968549";"1-2016713";"SC";"SNSA";"vencimento_da_suspensiva";"2026-04-27";"2026-04-29"
"2026-04-10";"Alterado";"968562";"1-2015931";"PR";"SNSA";"vencimento_da_suspensiva";"2026-04-28";"2026-04-29"
"2026-04-10";"Alterado";"968568";"1-2010047";"SP";"SNSA";"situacao_da_analise_suspensiva";"Analisada com pendências";"Análise não iniciada"
"2026-04-10";"Alterado";"968569";"1-2012397";"PA";"SNSA";"dte_primeira_data_lae";"";"2026-04-08"
"2026-04-10";"Alterado";"968569";"1-2012397";"PA";"SNSA";"ultima_data_relevante";"";"2026-04-08"
"2026-04-10";"Alterado";"968569";"1-2012397";"PA";"SNSA";"fase_atual";"SUSPENSIVA";"LAE"
"2026-04-10";"Alterado";"968570";"1-2013983";"MG";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Analisada e aceita"
"2026-04-10";"Alterado";"968570";"1-2013983";"MG";"SNSA";"vencimento_da_suspensiva";"2026-04-28";"2026-04-29"
"2026-04-10";"Alterado";"968570";"1-2013983";"MG";"SNSA";"dte_primeira_data_lae";"";"2026-04-08"
"2026-04-10";"Alterado";"968570";"1-2013983";"MG";"SNSA";"ultima_data_relevante";"";"2026-04-08"
"2026-04-10";"Alterado";"968570";"1-2013983";"MG";"SNSA";"fase_atual";"SUSPENSIVA";"LAE"
"2026-04-10";"Alterado";"968575";"1-2012298";"RO";"SNSA";"dsc_situacao_contrato_mcid";"Contratado - Suspensiva";"Contratado - Normal"
"2026-04-10";"Alterado";"968575";"1-2012298";"RO";"SNSA";"situacao_da_analise_suspensiva";"Análise iniciada";"Suspensiva retirada"
"2026-04-10";"Alterado";"968575";"1-2012298";"RO";"SNSA";"dte_retirada_suspensiva";"";"2026-04-08"
"2026-04-10";"Alterado";"968575";"1-2012298";"RO";"SNSA";"status_suspensiva";"PENDENTE";"RETIRADA"
"2026-04-10";"Alterado";"968575";"1-2012298";"RO";"SNSA";"prazo_pub_licitacao";"";"2026-08-06"
"2026-04-10";"Alterado";"968575";"1-2012298";"RO";"SNSA";"status_pub_licitacao";"";"No prazo"
"2026-04-10";"Alterado";"968575";"1-2012298";"RO";"SNSA";"urgencia_suspensiva";"Próximos 30 dias";""
"2026-04-10";"Alterado";"968576";"1-2015710";"RS";"SNSA";"vencimento_da_suspensiva";"2026-03-31";"2026-04-29"
"2026-04-10";"Alterado";"968576";"1-2015710";"RS";"SNSA";"urgencia_suspensiva";"Vencida";"Próximos 30 dias"
"2026-04-10";"Alterado";"968577";"1-2012396";"MG";"SNSA";"situacao_da_analise_suspensiva";"Analisada com pendências";"Análise não iniciada"
"2026-04-10";"Alterado";"968578";"1-2018684";"AL";"SNSA";"situacao_da_analise_suspensiva";"Analisada com pendências";"Análise não iniciada"
"2026-04-10";"Alterado";"968578";"1-2018684";"AL";"SNSA";"vencimento_da_suspensiva";"2026-04-27";"2026-04-29"
"2026-04-10";"Alterado";"968586";"1-2015786";"SP";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Análise iniciada"
"2026-04-10";"Alterado";"968586";"1-2015786";"SP";"SNSA";"vencimento_da_suspensiva";"2026-04-30";"2026-04-29"
"2026-04-10";"Alterado";"968587";"1-2016404";"PR";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"968630";"1-2012708";"SP";"SNSA";"situacao_da_analise_suspensiva";"Análise iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"968630";"1-2012708";"SP";"SNSA";"vencimento_da_suspensiva";"2026-04-25";"2026-04-29"
"2026-04-10";"Alterado";"968721";"1-2014039";"SP";"SNSA";"dte_vrpl";"";"2026-04-08"
"2026-04-10";"Alterado";"968721";"1-2014039";"SP";"SNSA";"ultima_data_relevante";"2026-02-05";"2026-04-08"
"2026-04-10";"Alterado";"968721";"1-2014039";"SP";"SNSA";"fase_atual";"HOMOLOGACAO";"VRPL"
"2026-04-10";"Alterado";"968721";"1-2014039";"SP";"SNSA";"dias_homologacao_ate_vrpl";"";"62"
"2026-04-10";"Alterado";"968726";"1-2010805";"RJ";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Análise iniciada"
"2026-04-10";"Alterado";"968728";"1-2017299";"PI";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Análise iniciada"
"2026-04-10";"Alterado";"968729";"1-2011921";"CE";"SNSA";"situacao_da_analise_suspensiva";"Análise iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"968729";"1-2011921";"CE";"SNSA";"vencimento_da_suspensiva";"2026-04-26";"2026-04-30"
"2026-04-10";"Alterado";"968981";"1-2016816";"AC";"SNSA";"status_pub_licitacao";"Próximos 30 dias";"Vencida"
"2026-04-10";"Alterado";"968982";"1-2013802";"PA";"SNSA";"vencimento_da_suspensiva";"2026-03-28";"2026-04-29"
"2026-04-10";"Alterado";"968982";"1-2013802";"PA";"SNSA";"urgencia_suspensiva";"Vencida";"Próximos 30 dias"
"2026-04-10";"Alterado";"968991";"1-2012401";"PA";"SNSA";"vencimento_da_suspensiva";"2026-04-21";"2026-04-29"
"2026-04-10";"Alterado";"968995";"1-2013893";"PI";"SNSA";"vencimento_da_suspensiva";"2026-03-30";"2026-04-30"
"2026-04-10";"Alterado";"968995";"1-2013893";"PI";"SNSA";"urgencia_suspensiva";"Vencida";"Próximos 30 dias"
"2026-04-10";"Alterado";"968997";"1-2014929";"PA";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Análise iniciada"
"2026-04-10";"Alterado";"969000";"1-2016841";"AC";"SNSA";"status_pub_licitacao";"Próximos 30 dias";"Vencida"
"2026-04-10";"Alterado";"969003";"1-2019016";"AL";"SNSA";"vencimento_da_suspensiva";"2026-04-27";"2026-04-29"
"2026-04-10";"Alterado";"969010";"1-2017774";"PI";"SNSA";"vencimento_da_suspensiva";"2026-03-30";"2026-04-30"
"2026-04-10";"Alterado";"969010";"1-2017774";"PI";"SNSA";"urgencia_suspensiva";"Vencida";"Próximos 30 dias"
"2026-04-10";"Alterado";"969012";"1-2017818";"PI";"SNSA";"vencimento_da_suspensiva";"2026-03-30";"2026-04-30"
"2026-04-10";"Alterado";"969012";"1-2017818";"PI";"SNSA";"urgencia_suspensiva";"Vencida";"Próximos 30 dias"
"2026-04-10";"Alterado";"969015";"1-2015241";"PA";"SNSA";"situacao_da_analise_suspensiva";"Analisada e aceita";"Suspensiva retirada"
"2026-04-10";"Alterado";"969051";"1-2015967";"RS";"SNSA";"dsc_situacao_contrato_mcid";"Contratado - Suspensiva";"Contratado - Normal"
"2026-04-10";"Alterado";"969051";"1-2015967";"RS";"SNSA";"situacao_da_analise_suspensiva";"Análise iniciada";"Analisada e aceita"
"2026-04-10";"Alterado";"969051";"1-2015967";"RS";"SNSA";"dte_retirada_suspensiva";"";"2026-04-09"
"2026-04-10";"Alterado";"969051";"1-2015967";"RS";"SNSA";"dte_primeira_data_lae";"";"2026-04-08"
"2026-04-10";"Alterado";"969051";"1-2015967";"RS";"SNSA";"status_suspensiva";"PENDENTE";"RETIRADA"
"2026-04-10";"Alterado";"969051";"1-2015967";"RS";"SNSA";"prazo_pub_licitacao";"";"2026-08-07"
"2026-04-10";"Alterado";"969051";"1-2015967";"RS";"SNSA";"status_pub_licitacao";"";"No prazo"
"2026-04-10";"Alterado";"969051";"1-2015967";"RS";"SNSA";"urgencia_suspensiva";"Próximos 30 dias";""
"2026-04-10";"Alterado";"969058";"1-2016246";"CE";"SNSA";"dte_publicacao_licitacao";"";"2026-03-05"
"2026-04-10";"Alterado";"969058";"1-2016246";"CE";"SNSA";"dte_homologacao_licitacao";"";"2026-05-15"
"2026-04-10";"Alterado";"969058";"1-2016246";"CE";"SNSA";"flag_publicacao_licitacao";"NAO";"SIM"
"2026-04-10";"Alterado";"969058";"1-2016246";"CE";"SNSA";"flag_homologacao_licitacao";"NAO";"SIM"
"2026-04-10";"Alterado";"969058";"1-2016246";"CE";"SNSA";"ultima_data_relevante";"2026-02-20";"2026-05-15"
"2026-04-10";"Alterado";"969058";"1-2016246";"CE";"SNSA";"fase_atual";"LAE";"HOMOLOGACAO"
"2026-04-10";"Alterado";"969058";"1-2016246";"CE";"SNSA";"dias_ate_publicacao";"";"13"
"2026-04-10";"Alterado";"969058";"1-2016246";"CE";"SNSA";"dias_publicacao_ate_homologacao";"";"71"
"2026-04-10";"Alterado";"969058";"1-2016246";"CE";"SNSA";"prazo_homolog_licitacao";"";"2026-07-03"
"2026-04-10";"Alterado";"969058";"1-2016246";"CE";"SNSA";"status_pub_licitacao";"No prazo";"Concluída no prazo"
"2026-04-10";"Alterado";"969058";"1-2016246";"CE";"SNSA";"status_homolog_licitacao";"";"Concluída no prazo"
"2026-04-10";"Alterado";"969066";"1-2016941";"ES";"SNSA";"vencimento_da_suspensiva";"2026-04-28";"2026-04-29"
"2026-04-10";"Alterado";"969071";"1-2015177";"BA";"SNSA";"dte_vrpl";"";"2026-04-08"
"2026-04-10";"Alterado";"969071";"1-2015177";"BA";"SNSA";"ultima_data_relevante";"2025-06-11";"2026-04-08"
"2026-04-10";"Alterado";"969071";"1-2015177";"BA";"SNSA";"fase_atual";"HOMOLOGACAO";"VRPL"
"2026-04-10";"Alterado";"969071";"1-2015177";"BA";"SNSA";"dias_homologacao_ate_vrpl";"";"301"
"2026-04-10";"Alterado";"969072";"1-2012587";"RJ";"SNSA";"vencimento_da_suspensiva";"2026-04-28";"2026-04-29"
"2026-04-10";"Alterado";"969073";"1-2012563";"RJ";"SNSA";"vencimento_da_suspensiva";"2026-04-28";"2026-04-29"
"2026-04-10";"Alterado";"969074";"1-2012381";"PA";"SNSA";"vencimento_da_suspensiva";"2026-03-27";"2026-04-29"
"2026-04-10";"Alterado";"969074";"1-2012381";"PA";"SNSA";"urgencia_suspensiva";"Vencida";"Próximos 30 dias"
"2026-04-10";"Alterado";"969075";"1-2016278";"PA";"SNSA";"situacao_da_analise_suspensiva";"Análise iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"969075";"1-2016278";"PA";"SNSA";"vencimento_da_suspensiva";"2026-04-15";"2026-04-29"
"2026-04-10";"Alterado";"969080";"1-2016956";"AC";"SNSA";"vencimento_da_suspensiva";"2026-04-08";"2026-04-29"
"2026-04-10";"Alterado";"969081";"1-2015194";"MG";"SEMOB";"status_pub_licitacao";"No prazo";"Próximos 30 dias"
"2026-04-10";"Alterado";"969110";"1-2017244";"PI";"SNSA";"vencimento_da_suspensiva";"2026-03-30";"2026-04-30"
"2026-04-10";"Alterado";"969110";"1-2017244";"PI";"SNSA";"urgencia_suspensiva";"Vencida";"Próximos 30 dias"
"2026-04-10";"Alterado";"969134";"1-2015907";"RS";"SNSA";"dte_vrpl";"";"2026-04-08"
"2026-04-10";"Alterado";"969134";"1-2015907";"RS";"SNSA";"ultima_data_relevante";"2026-03-31";"2026-04-08"
"2026-04-10";"Alterado";"969134";"1-2015907";"RS";"SNSA";"fase_atual";"HOMOLOGACAO";"VRPL"
"2026-04-10";"Alterado";"969134";"1-2015907";"RS";"SNSA";"dias_homologacao_ate_vrpl";"";"8"
"2026-04-10";"Alterado";"969250";"1-2016908";"SP";"SNSA";"dte_vrpl";"";"2026-04-08"
"2026-04-10";"Alterado";"969250";"1-2016908";"SP";"SNSA";"ultima_data_relevante";"2026-02-18";"2026-04-08"
"2026-04-10";"Alterado";"969250";"1-2016908";"SP";"SNSA";"fase_atual";"HOMOLOGACAO";"VRPL"
"2026-04-10";"Alterado";"969250";"1-2016908";"SP";"SNSA";"dias_homologacao_ate_vrpl";"";"49"
"2026-04-10";"Alterado";"969253";"1-2011950";"PA";"SNSA";"vencimento_da_suspensiva";"2026-03-28";"2026-04-29"
"2026-04-10";"Alterado";"969253";"1-2011950";"PA";"SNSA";"urgencia_suspensiva";"Vencida";"Próximos 30 dias"
"2026-04-10";"Alterado";"969255";"1-2014928";"MT";"SNSA";"vencimento_da_suspensiva";"2026-03-29";"2026-04-29"
"2026-04-10";"Alterado";"969255";"1-2014928";"MT";"SNSA";"urgencia_suspensiva";"Vencida";"Próximos 30 dias"
"2026-04-10";"Alterado";"969256";"1-2016964";"RN";"SNSA";"vencimento_da_suspensiva";"2026-04-30";"2026-04-29"
"2026-04-10";"Alterado";"969259";"1-2012456";"CE";"SNSA";"situacao_da_analise_suspensiva";"Análise iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"969301";"1-2015183";"AC";"SNSA";"situacao_da_analise_suspensiva";"Análise iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"969301";"1-2015183";"AC";"SNSA";"vencimento_da_suspensiva";"2026-04-15";"2026-04-29"
"2026-04-10";"Alterado";"969306";"1-2016194";"PE";"SNSA";"situacao_da_analise_suspensiva";"Análise iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"969346";"1-2015254";"CE";"SEMOB";"vencimento_da_suspensiva";"2026-04-28";"2026-04-29"
"2026-04-10";"Alterado";"970646";"1-2016217";"CE";"SEMOB";"situacao_da_analise_suspensiva";"Analisada com pendências";"Análise não iniciada"
"2026-04-10";"Alterado";"970648";"1-2015125";"MG";"SEMOB";"vencimento_da_suspensiva";"2026-04-30";"2026-04-29"
"2026-04-10";"Alterado";"973220";"1-2036747";"RN";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Análise iniciada"
"2026-04-10";"Alterado";"973220";"1-2036747";"RN";"SNSA";"vencimento_da_suspensiva";"2026-04-30";"2026-04-29"
"2026-04-10";"Alterado";"973221";"1-2018110";"AM";"SNSA";"status_pub_licitacao";"Próximos 30 dias";"Vencida"
"2026-04-10";"Alterado";"973222";"1-2018133";"AM";"SNSA";"situacao_da_analise_suspensiva";"Analisada com pendências";"Análise não iniciada"
"2026-04-10";"Alterado";"973933";"1-2033167";"CE";"SNSA";"situacao_da_analise_suspensiva";"Analisada com pendências";"Análise não iniciada"
"2026-04-10";"Alterado";"973967";"1-2033297";"MA";"SNSA";"situacao_da_analise_suspensiva";"Análise iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"974017";"1-2032965";"SC";"SNSA";"dte_publicacao_licitacao";"2025-12-23";"2025-12-22"
"2026-04-10";"Alterado";"974017";"1-2032965";"SC";"SNSA";"dias_publicacao_ate_homologacao";"43";"44"
"2026-04-10";"Alterado";"974017";"1-2032965";"SC";"SNSA";"prazo_homolog_licitacao";"2026-04-22";"2026-04-21"
"2026-04-10";"Alterado";"983554";"1-2137484";"BA";"SNSA";"situacao_da_analise_suspensiva";"Análise iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"983611";"1-2137028";"AL";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"983618";"1-2135464";"MA";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Analisada com pendências"
"2026-04-10";"Alterado";"984888";"1-2141981";"ES";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Análise iniciada"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"dte_publicacao_licitacao";"";"2026-03-02"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"dte_homologacao_licitacao";"";"2026-04-06"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"flag_publicacao_licitacao";"NAO";"SIM"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"flag_homologacao_licitacao";"NAO";"SIM"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"ultima_data_relevante";"2026-02-13";"2026-04-06"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"fase_atual";"LAE";"HOMOLOGACAO"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"dias_ate_publicacao";"";"17"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"dias_publicacao_ate_homologacao";"";"35"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"prazo_homolog_licitacao";"";"2026-06-30"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"status_pub_licitacao";"No prazo";"Concluída no prazo"
"2026-04-10";"Alterado";"985333";"1-2136070";"RJ";"SNSA";"status_homolog_licitacao";"";"Concluída no prazo"
"2026-04-10";"Alterado";"985353";"1-2139918";"RS";"SNSA";"situacao_da_analise_suspensiva";"Analisada com pendências";"Análise iniciada"
"2026-04-10";"Alterado";"985366";"1-2141363";"PA";"SNSA";"situacao_da_analise_suspensiva";"Doc. não enviada p/ análise";"Análise não iniciada"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"dsc_situacao_contrato_mcid";"Contratado - Suspensiva";"Contratado - Normal"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"situacao_da_analise_suspensiva";"Análise iniciada";"Analisada e aceita"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"dte_retirada_suspensiva";"";"2026-04-09"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"dte_primeira_data_lae";"";"2026-04-08"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"status_suspensiva";"PENDENTE";"RETIRADA"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"ultima_data_relevante";"";"2026-04-08"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"fase_atual";"SUSPENSIVA";"LAE"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"prazo_pub_licitacao";"";"2026-08-07"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"status_pub_licitacao";"";"No prazo"
"2026-04-10";"Alterado";"986112";"1-2142329";"PA";"SNSA";"urgencia_suspensiva";"31–90 dias";""
"2026-04-10";"Alterado";"986328";"1-2141232";"BA";"SNP";"situacao_da_analise_suspensiva";"Análise não iniciada";"Análise iniciada"
"2026-04-10";"Alterado";"986332";"1-2134446";"SP";"SNP";"situacao_da_analise_suspensiva";"Analisada com pendências";"Análise não iniciada"
"2026-04-10";"Alterado";"986678";"1-2140170";"PE";"SNP";"situacao_da_analise_suspensiva";"Doc. não enviada p/ análise";"Análise não iniciada"
"2026-04-10";"Alterado";"986693";"1-2142034";"ES";"SNP";"situacao_da_analise_suspensiva";"Analisada com pendências";"Análise não iniciada"
"2026-04-10";"Alterado";"991675";"1-2164574";"SP";"SNSA";"situacao_da_analise_suspensiva";"Análise não iniciada";"Análise iniciada"
"2026-04-10";"Alterado";"991697";"1-2164257";"PE";"SNSA";"situacao_da_analise_suspensiva";"Doc. não enviada p/ análise";"Análise não iniciada"
"2026-04-10";"Alterado";"994038";"1-2164254";"TO";"SNP";"dsc_situacao_contrato_mcid";"Em Contratação";"Contratado - Normal"
"2026-04-10";"Alterado";"994038";"1-2164254";"TO";"SNP";"dte_assinatura_contrato";"";"2026-04-08"
"2026-04-10";"Alterado";"994038";"1-2164254";"TO";"SNP";"situacao_da_analise_suspensiva";"Doc. não enviada p/ análise";"Suspensiva retirada"
